ZNF59	chr1	26169908	26170873
RPL7P1	chr1	8750430	8751087
FABP	chr1	31365253	31376850
C1orf15	chr1	12746200	12763699
EPHA	chr1	16124337	16156069
KAZN-AS	chr1	14338825	14419973
DRAXI	chr1	11691710	11725857
UBE2V2P	chr1	11278616	11279351
MAP3K	chr1	27354067	27366961
KAZ	chr1	13892792	15118043
RERE-AS	chr1	8424645	8435013
CHCHD2P	chr1	15604597	15605043
LINC0033	chr1	6234692	6239444
HMGN2P1	chr1	8893409	8894151
HS6ST1P	chr1	21428303	21429536
ZMYM4-AS	chr1	35358822	35366077
TMEM51-AS	chr1	15164344	15171317
TMEM8	chr1	15742499	15747982
KIAA0319	chr1	35433492	35557950
LINC0122	chr1	31506226	31583306
UBE4	chr1	10032832	10181239
PPP1R11P	chr1	21397987	21398362
PLA2G	chr1	20028179	20091911
PRAMEF30	chr1	12838125	12841357
PTPR	chr1	29236516	29326813
ZMYM	chr1	34986165	35031945
FTLP1	chr1	36630335	36630857
AGO	chr1	35808016	35857890
CDCA	chr1	37692481	37709719
GAPDHP2	chr1	32402109	32403115
CPLANE	chr1	16231692	16237183
ZBTB8	chr1	32465072	32496686
RPL12P1	chr1	15792796	15793285
RPL2	chr1	6185020	6209389
RNF20	chr1	6205475	6221299
LINC0281	chr1	17717625	17749978
FTH1P	chr1	37544763	37545294
PAX	chr1	18630846	18748866
TRIT	chr1	39838110	39883511
CROCCP	chr1	21434318	21437558
MATN	chr1	30711277	30723585
AADACL	chr1	12716110	12728760
LRRC37A12	chr1	32423214	32426789
EXTL	chr1	26019884	26036464
CASZ	chr1	10636604	10796650
AGMA	chr1	15571699	15585051
FAAP2	chr1	2184461	2212720
DNALI	chr1	37556919	37566857
PDE4DIPP1	chr1	21411460	21413293
SCMH	chr1	41027200	41242154
IFFO	chr1	18904280	18956676
RRAG	chr1	38838198	38859772
SPCS2P	chr1	28095742	28096422
GRIK	chr1	36795527	37034515
LINC0259	chr1	21586472	21591187
PLA2G2	chr1	20111939	20119566
YRD	chr1	37802945	37808208
PRAMEF3	chr1	13303539	13308907
HNRNPFP	chr1	42040597	42041729
CD24P	chr1	15614643	15614867
GUCA2	chr1	42153410	42155820
RCC	chr1	17406760	17439677
HSPA5P	chr1	38708931	38710890
PSMB	chr1	35599541	35641526
CASP	chr1	15490832	15526534
DDI	chr1	15617458	15669044
UQCR	chr1	46303698	46316776
MIR3659H	chr1	38047314	38119025
RPS29P	chr1	37330852	37330996
SELENOWP	chr1	31094987	31095558
GPR199	chr1	34975699	34978706
THRAP	chr1	36224432	36305357
RIMKL	chr1	42380792	42424232
LINC0139	chr1	46446600	46451317
PADI	chr1	17372196	17401699
MIR34AH	chr1	9148011	9198906
HSPE1P2	chr1	10895761	10895998
LINC0165	chr1	18065657	18074412
EPHA1	chr1	37713880	37765133
PRAMEF31	chr1	13245863	13248652
FHL	chr1	37996770	38005606
RHBDL	chr1	38885807	38941830
TMEM35	chr1	34981535	34985353
INPP5	chr1	37860697	37947057
FAM183	chr1	43145153	43156396
UTP1	chr1	38009258	38024820
CFAP97P	chr1	35873270	35873752
USP4	chr1	21678298	21783606
ACTN4P	chr1	37776670	37779418
C1orf21	chr1	35713877	35718894
SHMT1P	chr1	43850300	43851611
ACTL	chr1	17755333	17827063
PHBP1	chr1	50780340	50781150
RL	chr1	40161387	40240921
CTNNBIP	chr1	9848276	9910336
CLSP	chr1	35720218	35769978
OXCT	chr1	39769523	39771348
GNL	chr1	37566816	37595937
GJA	chr1	34792999	34795747
TUBAP	chr1	46891639	46892830
LINC0279	chr1	25041136	25047404
FCF1P	chr1	50405430	50406024
MORN	chr1	2321253	2391707
TUBBP1	chr1	52994726	52996026
PRKCZ-AS	chr1	2181794	2184389
TTC2	chr1	54779712	54801323
TIE	chr1	43300982	43323108
MYCB	chr1	38862493	38873368
MICOS1	chr1	19484403	19629821
DLGAP	chr1	34865436	34929650
GOT2P	chr1	55367466	55368774
TMA16P	chr1	45846994	45847594
RIMS	chr1	40620680	40665682
ECHDC	chr1	52895910	52927212
RAB3	chr1	51907956	51990700
SMIM1	chr1	34712737	34859755
MYCL-AS	chr1	39897745	39899098
MRPS6P	chr1	50846468	50846837
MYC	chr1	39895426	39902256
TMEM6	chr1	54980628	54992288
RPL23AP1	chr1	8831007	8831375
CYP4A26	chr1	46967679	46967874
LINC0280	chr1	50229662	50321192
LINC0277	chr1	60114875	60149784
ERI	chr1	44221070	44355260
CZI	chr1	53214099	53220634
FAM151	chr1	54609181	54623556
POD	chr1	53062052	53085501
CYP4Z2	chr1	46843095	46900437
OSBPL	chr1	51577179	51798427
PHBP	chr1	58999676	59000494
PARS	chr1	54756898	54764523
ZYG11	chr1	52842511	52894998
CALR4	chr1	51561866	51594897
NFI	chr1	60865259	61462788
CZIB-D	chr1	53220663	53224253
ST3GAL3-AS	chr1	43709392	43727343
L1TD	chr1	62194849	62212328
TXNDC1	chr1	52020131	52055191
ALP	chr1	21509397	21578410
TXNDC12-AS	chr1	52050918	52052683
SF3A	chr1	37956975	37990075
FGGY-D	chr1	59131932	59296491
LAMTOR5P	chr1	62038842	62039111
PCSK	chr1	55039447	55064852
MTCO2P3	chr1	55372710	55373316
LINC0168	chr1	38474825	38516520
PIGQP	chr1	55938714	55939280
TTC	chr1	54715861	54742657
BMP8	chr1	39757182	39788865
KLF1	chr1	44118821	44135140
PLPP	chr1	56494761	56645301
RSPO	chr1	37611350	37634892
SNIP	chr1	37534449	37554293
RPS13P	chr1	52772194	52772648
RPL23AP8	chr1	56585612	56586242
SLC2A3P	chr1	64984608	64986087
FOXJ	chr1	42176539	42335877
TUT	chr1	52408282	52553487
RAVER	chr1	64745095	64833232
GTF2F2P	chr1	40593633	40594353
TACSTD	chr1	58575433	58577252
FOXD	chr1	63322567	63325128
RPS15AP	chr1	62190522	62190926
GAPDHP5	chr1	51707138	51708137
LINC0173	chr1	47688463	47704029
PATJ-D	chr1	61741998	61742424
CYP4A43	chr1	46994382	46994502
LINC0046	chr1	63159083	63317274
NFIA-AS	chr1	61248945	61253510
MAGO	chr1	53226900	53238518
DEPDC1-AS	chr1	68496676	68538627
LINC0170	chr1	69055838	69229607
SKINT1	chr1	48096092	48182428
DLEU2	chr1	63547082	63550636
CDKN2	chr1	50960745	50974634
CAPZ	chr1	19338775	19485539
ELOCP1	chr1	68375327	68375663
C1orf8	chr1	59987269	60073770
ZSWIM	chr1	45016399	45306209
OMA	chr1	58415384	58546802
SLC35D	chr1	66999350	67054148
HIGD1AP1	chr1	53073110	53073389
LRP	chr1	53242364	53328469
TCEANC	chr1	54053584	54112519
KTI1	chr1	52032103	52033810
LRRC4	chr1	53946085	53968168
PIGPP	chr1	62189131	62189953
GDI2P	chr1	72274552	72275159
CYP46A4	chr1	48089368	48089634
MRPS21P	chr1	65092392	65092614
LINC0136	chr1	73305609	73355253
LINC0256	chr1	76758124	76779267
KANK	chr1	62236165	62319434
DNAJB	chr1	77979175	78017964
USP	chr1	62436297	62451804
ERI3-IT	chr1	44243408	44244273
RNFT1P	chr1	78170481	78171237
AK	chr1	77282019	77559966
ADH5P	chr1	79521080	79522203
TXNP	chr1	68514375	68514669
SPATA	chr1	48295373	48472208
GIPC	chr1	77979542	78138444
RPE6	chr1	68428822	68449954
GNG1	chr1	67701475	67833467
KRT8P2	chr1	73104792	73106282
LEPRO	chr1	65420587	65436007
RPL31P1	chr1	72301472	72301829
NDUFS5P	chr1	52709122	52709442
CACHD	chr1	64470129	64693058
EFCAB	chr1	63523372	63572693
LINC0223	chr1	73635216	73715214
MCOLN	chr1	84925583	84997113
ST6GALNAC	chr1	76867480	77067546
ATG4	chr1	62784132	62865516
COX6CP1	chr1	65298755	65298980
LINC0135	chr1	64972225	65002489
TXN2P	chr1	84085741	84086233
PDE4B-AS	chr1	66042500	66050718
ASB1	chr1	75918873	75932404
COX6B1P	chr1	68282388	68282622
RPL21P2	chr1	47497894	47498341
ADGRL	chr1	78889764	79282124
PRKACB-D	chr1	84076331	84077931
ATP6V0E1P	chr1	47550196	47550753
PPI	chr1	39692182	39763914
PPP1R8P	chr1	48325080	48326123
CLCA	chr1	86468368	86500259
MTF	chr1	37809574	37859592
JAK	chr1	64833229	65067754
TTLL	chr1	83865024	83999150
GADD45	chr1	67685201	67688334
KDM4	chr1	43650149	43705518
TTLL7-IT	chr1	83979118	83984300
NEGR1-IT	chr1	71794232	71837012
CAPNS1P	chr1	89394033	89394665
LDC1	chr1	31500085	31509648
ZNHIT	chr1	85649417	85708433
MGC2738	chr1	78229599	78369464
MROH	chr1	54641754	54710266
LINC0176	chr1	90851122	90855253
PTGF	chr1	78303884	78540701
EEF1GP	chr1	52573114	52573816
LMO	chr1	87328880	87348923
PRPF38	chr1	52404602	52420836
SYDE	chr1	85156889	85201016
PIG	chr1	77088989	77219430
HNRNPA3P1	chr1	53974969	53976031
PGBD4P	chr1	60097415	60097976
MTND2P3	chr1	81080790	81081171
PKN2-AS	chr1	87620803	88685204
USP2	chr1	55066359	55215364
SLC25A6P	chr1	51709062	51709940
PSAT1P	chr1	79054945	79056055
DOCK	chr1	62454298	62688386
NEXN-AS	chr1	77881348	77889539
NEGR	chr1	71395943	72282539
RPL36AP1	chr1	88577880	88578201
FAA	chr1	46394317	46413848
KYAT	chr1	88935773	88992953
SHISAL2	chr1	52633168	52669683
HMGB1P1	chr1	80283352	80283970
CLCA4-AS	chr1	86571181	86696311
DNTTIP	chr1	93866284	93879918
HNRNPA1P6	chr1	80451083	80452004
ODF2	chr1	86346824	86396342
DHCR2	chr1	54849627	54887195
PHKA1P	chr1	90892992	90893612
CDCA4P	chr1	86552625	86553342
COL24A	chr1	85729233	86156943
BSN	chr1	54998933	55017172
GPX	chr1	52602371	52609051
SLC44A	chr1	94820342	94895246
NSRP1P	chr1	77847110	77848802
PKN	chr1	88684222	88836255
DAB1-AS	chr1	57860532	57880905
MTCO1P2	chr1	93927714	93928302
GBP1P	chr1	89407679	89426243
RPSAP6	chr1	63262113	63262707
MIR4422H	chr1	55217645	55324691
ABCD	chr1	94418389	94518666
MROH7-TTC	chr1	54641786	54742308
ZMYND1	chr1	42430329	42456253
ALG1	chr1	94974405	95072951
ZZZ	chr1	77562416	77683419
YIPF	chr1	53851719	53889798
HNRNPCP	chr1	67660155	67661013
KATNBL1P	chr1	94650544	94651378
NFYC-AS	chr1	40690380	40692066
LDLRAD	chr1	54007298	54018186
TMEM12	chr1	43269983	43274002
DMRTA	chr1	50417550	50423443
HIVEP	chr1	41506365	42035925
CLCA3	chr1	86634273	86655376
SH3GLB	chr1	86704570	86748184
TM2D	chr1	61681046	61725423
HMGB1P4	chr1	50398825	50399773
SCP	chr1	52927276	53051698
FAF1-AS	chr1	50461469	50471150
MTND4P1	chr1	93922574	93923945
BCAR	chr1	93561741	93847150
MTCO3P2	chr1	93924743	93925385
TBCAP	chr1	14692129	14692613
BARHL	chr1	90711539	90717302
LINC0260	chr1	95510059	95782342
OAZ1P	chr1	40132764	40133448
DMAP	chr1	44213455	44220681
AHCYL	chr1	109984765	110023742
CNN	chr1	94896949	94927223
OOSP1P	chr1	44155028	44155301
VAV	chr1	107571161	107965180
HNRNPA1P	chr1	58047889	58049335
EEF1A1P1	chr1	96446930	96448318
RPS20P	chr1	57605847	57606206
DPY	chr1	97077743	97995000
TLCD	chr1	95117355	95197607
H3P	chr1	52943536	52943930
POU3F	chr1	38043829	38046793
LRRC8	chr1	89821014	89936611
S1PR	chr1	101236865	101243713
NFU1P	chr1	98077000	98077468
ELAPOR	chr1	109113679	109206781
ARHGAP2	chr1	94148988	94275068
ST13P2	chr1	108502358	108503455
PGM	chr1	63593411	63660245
IGSF2	chr1	18107798	18378483
COA	chr1	52684449	52698347
PFN1P1	chr1	21459756	21460082
MAD2L	chr1	11674480	11691650
DPYD-IT	chr1	97394154	97420141
GYG1P	chr1	55222379	55223372
OLFML	chr1	113979391	114035572
TRABD2	chr1	47760528	47997385
GCL	chr1	93885199	93909456
TGFBR	chr1	91680343	91906335
CNOT7P	chr1	115564601	115565432
VAV3-AS	chr1	107964443	107994607
ALG14-AS	chr1	95061596	95067545
MTND3P2	chr1	93924386	93924716
ELAVL4-AS	chr1	50174306	50175868
SZT	chr1	43389882	43454247
PHTF	chr1	113696831	113759489
GSTM	chr1	109711780	109775428
RRAS2P	chr1	52993201	52993702
RPSAP1	chr1	101786340	101787219
BCAS2P	chr1	100393033	100394026
F	chr1	94529173	94541759
FTH1P2	chr1	116775104	116775623
WARS2-IT	chr1	119047405	119064785
DNAJA1P	chr1	101893105	101894047
VCAM	chr1	100719742	100739045
HSP90B3	chr1	91642516	91644082
EPS15-AS	chr1	51518309	51561629
HIPK	chr1	113929324	113977869
HSD3BP	chr1	119439001	119446086
PSRC	chr1	109279556	109283186
SEC63P	chr1	97545701	97546958
CYP4A27	chr1	47000898	47001087
MTATP6P1	chr1	93925406	93926072
GPR8	chr1	100538139	100542021
RWDD	chr1	95234210	95247225
MAN1A	chr1	117367449	117528872
LRIG2-D	chr1	113011687	113073113
LPAR	chr1	84811602	84893206
LINC0286	chr1	116694112	116706603
DPYD-AS	chr1	97095923	97322955
CTTNBP2N	chr1	112396214	112463456
PDE4DIPP	chr1	145509047	145520594
SORT	chr1	109309568	109397918
RBMX2P	chr1	119084998	119085954
LINC0167	chr1	105587575	105618991
DNAI	chr1	84999147	85133138
HIPK1-AS	chr1	113924000	113929495
LINC0152	chr1	117272182	117321336
STRIP	chr1	110031577	110074641
BCL2L1	chr1	113876816	113887581
TPI1P	chr1	76699789	76700538
SLC25A2	chr1	108134043	108200849
PLPPR	chr1	98890245	99005032
MYBPH	chr1	109292365	109307011
PIF	chr1	111346600	111353013
SLC25A24P	chr1	108272943	108337853
TSPAN	chr1	115048011	115089503
RPL26P	chr1	97585862	97586294
LRIG	chr1	113073198	113132260
PSMA	chr1	109399042	109426448
SLC35A	chr1	99969351	100035634
AG	chr1	99850361	99924023
SLC6A1	chr1	110150494	110202202
HSD3B	chr1	119414931	119423035
PTPN2	chr1	113813811	113871753
CHIAP	chr1	111353275	111367409
COL11A	chr1	102876467	103108872
RPS3AP1	chr1	119126539	119127291
GAPDHP6	chr1	116713833	116714835
RNPC	chr1	103525691	103555239
SNX	chr1	98661701	98760500
AP4B	chr1	113894194	113905201
SARS	chr1	109213918	109238182
SLC16A1-AS	chr1	112956415	113047055
SEC22	chr1	120150898	120176520
MYSM	chr1	58643440	58700077
CYP4A44	chr1	47002995	47003148
PTGFR	chr1	116909916	116990353
BCAS	chr1	114567557	114581629
ZNF32	chr1	89995110	90035533
RNVU1-	chr1	147084616	147084756
TRIM4	chr1	117111060	117122587
RPS26P1	chr1	58056133	58056480
NBPF17	chr1	143595216	143635641
SEPTIN2P	chr1	105698039	105698218
NBPF5	chr1	108375838	108410814
VANGL	chr1	115641970	115698224
VPS25P	chr1	117549415	117549922
TENT5	chr1	117606048	117628389
PDZK	chr1	145670852	145708148
RPL7AP1	chr1	147223554	147224348
NBPF25	chr1	145572345	145607858
NBPF	chr1	120419850	120467739
GAPDHP7	chr1	119434166	119435080
VPS4	chr1	150067279	150145329
MTND5P2	chr1	113576757	113576899
RNF11	chr1	145738868	145824095
SYCP	chr1	114854863	114995370
PIP5K1	chr1	151197949	151249536
GDAP	chr1	117863485	117929621
PRPF	chr1	150321479	150353233
NEFHP	chr1	116739981	116742609
DCLRE1	chr1	113905213	113914086
VDAC2P	chr1	117640812	117641639
HYDIN	chr1	146472566	146914294
TSH	chr1	115029826	115034302
POG	chr1	151402724	151459494
SOD2P	chr1	103100143	103100704
C1orf5	chr1	150268200	150280916
WDR	chr1	117929720	117966543
PLEKHO	chr1	150149183	150164720
PSMC1P1	chr1	118614333	118615646
SLC22A1	chr1	115976513	116070054
SCNM	chr1	151156664	151170296
FL	chr1	152302165	152325239
ALX	chr1	110059870	110070672
NHLH	chr1	115836377	115843917
TRIM3	chr1	114392790	114511203
FLG-AS	chr1	152168125	152445456
PDE4DI	chr1	148808181	149048286
CDC14	chr1	100345001	100520277
CD5	chr1	110871188	110899922
RLIMP	chr1	113125321	113126883
AP4B1-AS	chr1	113856635	113901237
APH1	chr1	150265399	150269580
MTIF2P	chr1	121502344	121503891
FLG	chr1	152348735	152360006
SRGAP2	chr1	121184811	121392874
SPAG1	chr1	117953590	118185228
CIAR	chr1	150282543	150287093
SRGAP2-AS	chr1	121360156	121398806
TTF	chr1	117060326	117107453
S100A	chr1	153457744	153460651
UBE2WP	chr1	96418594	96418933
PGLYRP	chr1	153330120	153348841
RPL6P	chr1	119219314	119220096
GATAD2	chr1	153789030	153923360
SLC6A17-AS	chr1	110165948	110172489
NPR	chr1	153678688	153693992
HNRNPA1P4	chr1	115856910	115857819
MAGI	chr1	113390515	113685923
EIF2S2P	chr1	114468315	114469282
PGB	chr1	111382860	111391819
LINC0258	chr1	110208834	110209987
S100A7L	chr1	153437058	153439949
UBL4	chr1	110112443	110113947
SLC27A	chr1	153774354	153780157
GABPB	chr1	151070578	151125542
CA1	chr1	150257251	150265078
AQP1	chr1	154321090	154325325
CDK4P	chr1	105433994	105434821
SELENBP	chr1	151364304	151372707
FMO	chr1	147175351	147243050
NBPF13	chr1	147099482	147124285
HAO2-IT	chr1	119368946	119370331
GEMIN2P	chr1	153717303	153718347
RPS29P2	chr1	151111912	151112728
S100A15	chr1	153396591	153396771
ELL2P	chr1	158175850	158177755
LYSMD	chr1	151159748	151165948
KCNN	chr1	154697455	154870281
PFN1P	chr1	120432204	120434052
PNRC2P	chr1	117778087	117778506
NUP210	chr1	153992685	154155116
DENND2	chr1	114582848	114670422
PRR	chr1	153217584	153219310
TPM	chr1	154155304	154194648
CD	chr1	116754430	116769229
LINC0166	chr1	106818224	106865316
ALG	chr1	63367575	63438553
DEPDC	chr1	68474152	68497221
PKMP	chr1	114535995	114537840
PPIAP	chr1	101270875	101271363
OR10AE1	chr1	159581620	159582648
FCGR1	chr1	121087345	121097161
ELOCP2	chr1	115556826	115557475
NDUFA5P1	chr1	109810642	109810998
SMIM4	chr1	158127287	158128301
GPR89	chr1	145607988	145670650
LORICRI	chr1	153259687	153262124
C1orf18	chr1	154199085	154206333
INTS	chr1	153728050	153774808
NR1H5	chr1	114837227	114851453
S100A1	chr1	153373711	153375621
GTF2	chr1	88852633	88891944
MTCO2P2	chr1	93926615	93927569
TNFSF	chr1	173183731	173207331
C1orf22	chr1	162378841	162386812
S100A7	chr1	153416520	153423222
KCNJ	chr1	160081538	160090563
CSF	chr1	109910242	109930992
NKAIN1P	chr1	143487772	143488353
DHCR24-D	chr1	54887563	54888850
VDAC1P	chr1	157724180	157725020
CG	chr1	151510510	151538692
TNFAIP8L	chr1	151156649	151159749
RGS	chr1	163244505	163321894
UBAP2	chr1	154220179	154271510
FMO8	chr1	166566178	166580705
SSBL4	chr1	147082338	147083578
NAP1L4P	chr1	116532936	116534092
SEC22B4	chr1	146321214	146401647
LMX1A-AS	chr1	165215951	165219104
LINC0130	chr1	101323337	101390303
IGSF	chr1	160091340	160098943
MPC	chr1	167916675	167937072
LAPTM4BP	chr1	153379821	153380799
TLCD4-RWDD	chr1	95117923	95247225
SLAMF	chr1	160485030	160523262
FMO11	chr1	166763334	166792767
LINC0062	chr1	147258885	147517875
CD16	chr1	145719471	145739288
C1orf11	chr1	169662007	169854080
FAM78	chr1	166057426	166167001
PYHIN	chr1	158930796	158977059
LAMC	chr1	183023420	183145592
CD1	chr1	158178030	158186427
MGST	chr1	165631213	165661796
S100A7P	chr1	153427020	153428401
CASQ	chr1	160190575	160201886
FCRL	chr1	157513377	157552515
NCST	chr1	160343316	160358952
FASL	chr1	172659103	172666876
SPATA4	chr1	162373203	162376854
ILF	chr1	153661788	153671028
TIPR	chr1	168178962	168202109
NME	chr1	169132531	169367948
RCSD	chr1	167630093	167708696
FDPSP	chr1	187563061	187564131
TN	chr1	175315194	175743616
SFT2D	chr1	168225938	168253021
FAM78B-AS	chr1	166081183	166087483
UCK	chr1	165827614	165911618
FAM20	chr1	179025804	179076567
LINC0172	chr1	190624890	190801658
XCL	chr1	168540768	168543997
QSOX	chr1	180154869	180204030
LRRC8D-D	chr1	89820174	89820868
POU2F	chr1	167220876	167427345
CNN2P1	chr1	166796266	166797183
KIFAP	chr1	169921326	170085208
AXDND	chr1	179365720	179554735
LAMC1-AS	chr1	183138402	183141282
TNR-IT	chr1	175538775	175556818
SLC25A38P	chr1	172748560	172749502
TBX1	chr1	118883046	118989556
RPL34P	chr1	168210616	168210969
SUMO1P	chr1	160317403	160317706
CD4	chr1	160678746	160711831
MRPS10P	chr1	169990067	169990196
COP	chr1	160288594	160343273
RXR	chr1	165400922	165445355
TP	chr1	186311652	186375693
ATP1A	chr1	160115759	160143591
METTL1	chr1	169792529	169794963
SH2D1	chr1	162395268	162412138
CHI	chr1	111290851	111320566
PRELID1P	chr1	165497724	165498348
CRYZL2P-SEC16	chr1	177928788	178038007
DCAF	chr1	160215715	160262549
ANKRD36BP	chr1	168245565	168247343
KIRREL	chr1	157993273	158100262
ANP32	chr1	150218417	150236156
DDX5	chr1	200623896	200669907
NIBAN	chr1	184790724	184974508
LPGAT1-AS	chr1	211829636	211853703
AKR1D1P	chr1	167519536	167520586
CRYZL2	chr1	178006136	178037950
WDR82P	chr1	91534666	91535593
LHX	chr1	180230264	180278984
SEC22B3	chr1	148772640	148784594
OR10J	chr1	159535078	159536007
ACTBP1	chr1	223863726	223864851
DDX59-AS	chr1	200669507	200694250
RPL35AP	chr1	164921318	164921629
MEF2AP	chr1	179447578	179448440
HSPE1P	chr1	203903723	203904013
C4BP	chr1	207088860	207099993
GPA3	chr1	167052836	167166479
LINC0163	chr1	184999710	185008789
SETP	chr1	160670148	160670979
KCNJ1	chr1	159998651	160070160
CF	chr1	196652043	196747504
SEPTIN7P1	chr1	223992743	224010612
NUF	chr1	163266576	163355764
TUBB8P	chr1	227506182	227508292
MFSD4	chr1	205568885	205602918
GCSHP	chr1	168055901	168056422
NR5A	chr1	200027614	200177420
POU2F1-D	chr1	167219831	167220512
SCYL	chr1	169849631	169894267
DUSP1	chr1	221701424	221742089
KIRREL1-IT	chr1	158025550	158031166
QRSL1P	chr1	168449672	168451211
